14070004	888
41662285	888
57616964	888
39946167	899
21229137	899
90798216	899
37532485	877
14600946	877
35184741	877
78561306	233
84674740	233
18822539	233
71475552	244
79790727	244
78463135	244
36118445	266
77601835	266
10392973	266
66197798	454
23187772	454
56285331	454
35265962	757
51201911	757
37846814	757
10529214	959
21556955	959
11725985	959
41943801	888
85567047	899
82169779	757
85810034	454
88229697	959
36365451	757
98470230	959
53622858	888
42122846	877
20483809	899
30924432	899
41130730	233
48521854	233
58999972	454
80944056	888
68821045	233
58720300	888
91487203	877
84558345	899
61476584	959
41236870	899
98464236	757
64860153	899
74079266	266
93910284	899
12472901	959
36562373	959
98916530	888
99875499	888
43382967	266
61758491	266
58915924	959
25112990	959
17871002	877
47136452	877
66282185	959
29562303	888
54453174	877
39665837	244
96685243	757
74929777	266
14961399	888
25025931	244
33107911	877
20299337	244
69395203	454
96558518	233
94421996	899
79588373	266
72656031	757
86542259	877
44474042	959
80680886	266
60141920	757
81818276	899
54587793	266
71306743	877
67952149	757
39423108	899
86560000	888
88703239	899
32645849	899
76378014	899
21009143	233
58775156	266
85612009	959
21595957	877
93340225	454
53083098	244
21670978	266
27850356	757
94921212	899
11051502	877
51982031	959
27007576	244
63736156	877
61043630	888
90473810	888
58828765	899
54396489	899
83888577	877
92068404	877
81815957	959
17689164	959
14379566	266
79184404	266
46671737	888
11506036	888
61640985	959
18750902	959
89443011	877
55188212	757
50136201	959
93608686	899
86777190	899
70326364	899
48688766	266
46189083	266
44332424	757
43222879	757
19853775	244
56687762	757
62916411	877
34301277	888
40680876	899
80311581	266
59370908	244
59443552	233
55243612	888
55459955	959
42033869	757
96266638	899
67147417	233
91561076	888
29143575	244
47287144	757
16351156	959
57902824	877
36446300	899
11897196	266
96609131	757
46025880	899
71232539	888
12320874	888
45088822	888
12345600	244
45613163	233
87942400	244
78956132	888
45896192	899
12395647	244
78945536	233
45987328	888
23568734	899
76924057	888
34980096	888
45357824	899
19874563	244
79624122	244
55563212	888
49532300	899
22359785	888
99545622	899
46694522	244
26941224	233
69856561	899
78899797	888
91612155	888
15894135	899
16594215	899
21684556	899
13225684	888
12569898	888
23385488	244
15584862	233
25481244	888
23645125	899
91376524	888
29876453	888
22645118	899
26984866	888
69945005	888
15158946	244
25181568	244
12851263	244
89654132	233
65948455	233
15847451	233
65945155	233
26451598	233
69874512	888
98650547	899
39564133	899
36945215	899
34975215	888
59978154	899
51645121	899
63294155	244
16544512	888
36598455	888
79629621	888
21549122	899
76597412	244
36945848	233
95641265	244
15945156	888
32798165	888
93164131	899
64875221	888
67981236	244
73158466	899
86153655	899
87962102	899
85621110	888
59531215	244
93556812	899
36598455	888
79669661	233
64873444	899
67981466	888
73155489	244
86156655	233
87961402	899
85622310	888
59532215	899
11133344	888
16164545	888
44466655	888
53249723	244
69351788	233
44046665	233
13030396	233
67777865	233
12662968	233
50897706	888
53510939	899
13649434	899
62816731	899
24415491	888
35722436	899
63219363	899
84509391	244
46384536	888
28906580	888
86030826	244
72248759	888
82649335	899
82966706	244
89694072	233
32424124	244
40139318	888
36205757	888
82711763	899
72683601	888
31651763	244
28468471	899
49638373	899
89892215	899
40327256	888
40712155	244
27263818	899
45509846	888
52361859	244
71740122	233
86312144	899
47991045	888
25878715	244
92699301	233
80706118	899
38602109	888
63683211	899
39142642	888
70375519	888
21263647	888
41815012	899
57481082	899
92266554	454
12345678	454
